pi2,lambda
0.0,0.7421905244771025
0.0,0.741129123503979
0.0,0.7400589323242264
0.0,0.7389798410242462
0.0,0.7378917378932415
0.01,0.7367945093331777
0.01,0.7356880398263679
0.01,0.734572211877847
0.01,0.7334469060045677
0.01,0.7323120006561652
0.02,0.7204066811905444
0.03,0.7073906485656398
0.04,0.6931003584235024
0.05,0.6773383553057144
0.06,0.6598639455780044
0.07,0.6403805837769044
0.08,0.6185185185173734
0.09,0.5938104448730716
0.1,0.5656565656568531
0.11,0.5332731105101493
0.12,0.4956140350873897
0.13,0.4512471655340913
0.14,0.39814814814733107
0.15,0.3333333333347314
0.16,0.2521367521371652
0.17,0.14653784218987898
0.17099999999999999,0.13413337384240917
0.172,0.1213151927437663
0.173,0.10805727799292993
0.174,0.09433074570578776
0.175,0.08010335917245788
0.176,0.06533892382827113
0.177,0.04999653283402809
0.178,0.034029616552790486
0.179,0.017384731670681847
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
