coms,prob,stdprob
1.4142135623730951,0.4913657770800628,0.011436019784251518
2.449489742783178,0.17739403453689168,0.008738463757865146
3.4641016151377544,0.08163265306122448,0.006263395399761803
4.47213595499958,0.059654631083202514,0.00541795549969901
5.477225575051661,0.03453689167974882,0.004177140877369717
6.48074069840786,0.026164311878597593,0.0036514651341068055
7.483314773547883,0.017791732077446363,0.003023991487167049
8.48528137423857,0.024594453165881738,0.0035430791345547018
9.486832980505138,0.01098901098901099,0.002384786578689953
10.299181646420335,0.02671083896865624,0.004758337728069218
10.924665632994616,0.021932299293272388,0.004190949110551269
12.291900185609187,0.011551264031988792,0.00287570136199737
13.038404810405297,0.01633485689739198,0.0033133347842894197
13.830245725476072,0.01026641083008929,0.002555835579998365
14.670176268373078,0.01028352817786095,0.002483003464548465
15.561116990763258,0.0051325157974196805,0.001706805182293037
16.506165813580594,0.0026881429132001194,0.0012006003245162247
